0,"[104.066897, 30.65814]",盐市口名望大厦,商务住宅;楼宇;商务写字楼,[],成都市,锦江区,"104.068434,30.655055"
0,"[104.066897, 30.65814]",星汇西南黄金MALL,购物服务;专卖店;珠宝首饰工艺品|购物服务;商场;普通商场,[],成都市,锦江区,"104.069078,30.655207"
0,"[104.066897, 30.65814]",A7通道(北京华联商厦店),购物服务;商场;普通商场,[],成都市,锦江区,"104.069610,30.655492"
0,"[104.066897, 30.65814]",A8通道(北京华联商厦店),购物服务;商场;普通商场,[],成都市,锦江区,"104.069521,30.655491"
0,"[104.066897, 30.65814]",吉祥首饰包装,公司企业;公司;公司,[],成都市,锦江区,"104.068770,30.654825"
0,"[104.066897, 30.65814]",凌峰广告印务,公司企业;公司;广告装饰,[],成都市,锦江区,"104.068740,30.654763"
0,"[104.066897, 30.65814]",金铂锐有限公司,公司企业;公司;公司,[],成都市,锦江区,"104.069092,30.655297"
0,"[104.066897, 30.65814]",聚亿启概念S(全国总部),公司企业;公司企业;公司企业,[],成都市,锦江区,"104.068910,30.655144"
0,"[104.066897, 30.65814]",锦江区名望大厦微型消防站,政府机构及社会团体;政府机关;政府机关相关,[],成都市,锦江区,"104.069056,30.655040"
0,"[104.066897, 30.65814]",广东汕头超声电子股份有限公司超声仪器分公司成都办事处,公司企业;公司;公司,[],成都市,锦江区,"104.068609,30.655025"
1,"[104.066963, 30.659716]",玛雅瑜伽教练培训学院(天府广场校区),科教文化服务;培训机构;培训机构,[],成都市,锦江区,"104.069252,30.657452"
1,"[104.066963, 30.659716]",AFARSON爱泛幸(茂业仁和春天百货人东店),购物服务;商场;免税品店,[],成都市,锦江区,"104.069248,30.657780"
2,"[104.058188, 30.65029]"
3,"[104.08375, 30.647064]",水井街酒坊遗址,风景名胜;风景名胜;风景名胜,[],成都市,锦江区,"104.086004,30.645027"
3,"[104.08375, 30.647064]",双槐树街小区,商务住宅;住宅区;住宅小区,[],成都市,锦江区,"104.087067,30.644709"
3,"[104.08375, 30.647064]",水璟唐文化保护街区,购物服务;特色商业街;特色商业街,[],成都市,锦江区,"104.085920,30.644239"
3,"[104.08375, 30.647064]",电力社区(水井街),商务住宅;住宅区;住宅小区,[],成都市,锦江区,"104.087247,30.645128"
3,"[104.08375, 30.647064]",万三WANZU Club,体育休闲服务;娱乐场所;酒吧,[],成都市,锦江区,"104.085309,30.644919"
3,"[104.08375, 30.647064]",V-Tree别树,体育休闲服务;娱乐场所;酒吧,[],成都市,锦江区,"104.085137,30.644820"
3,"[104.08375, 30.647064]",水井·黉馆,公司企业;公司;公司,[],成都市,锦江区,"104.086658,30.644941"
3,"[104.08375, 30.647064]",酒分之一·ONE NINTH LAB,公司企业;公司;公司,[],成都市,锦江区,"104.086184,30.644229"
3,"[104.08375, 30.647064]",成都美的空调技术公司,公司企业;公司;公司,[],成都市,锦江区,"104.086693,30.644825"
3,"[104.08375, 30.647064]",锦官驿街道水井坊社区-微型消防站,政府机构及社会团体;政府机关;政府机关相关,[],成都市,锦江区,"104.086248,30.644337"
3,"[104.08375, 30.647064]",四川省森鸿医药原料有限公司,公司企业;公司;公司,[],成都市,锦江区,"104.086781,30.645127"
4,"[104.076033, 30.656338]",正熙国际,商务住宅;楼宇;商务写字楼,[],成都市,锦江区,"104.078676,30.653661"
4,"[104.076033, 30.656338]",天堂电影院(春熙路店),体育休闲服务;影剧院;电影院,[],成都市,锦江区,"104.078690,30.653588"
4,"[104.076033, 30.656338]",联升巷8号院,商务住宅;住宅区;住宅小区,[],成都市,锦江区,"104.078593,30.654140"
4,"[104.076033, 30.656338]",中国移动(讯捷通信城店),购物服务;家电电子卖场;手机销售,[],成都市,锦江区,"104.078651,30.653538"
4,"[104.076033, 30.656338]",电脑电器,购物服务;家电电子卖场;家电电子卖场,[],成都市,锦江区,"104.078774,30.653587"
4,"[104.076033, 30.656338]",苏宁易购(成都春熙路店),购物服务;家电电子卖场;苏宁,[],成都市,锦江区,"104.078684,30.653422"
4,"[104.076033, 30.656338]",伊莱克斯,购物服务;家电电子卖场;家电电子卖场,[],成都市,锦江区,"104.078612,30.653559"
4,"[104.076033, 30.656338]",电竞网红领跑者,体育休闲服务;娱乐场所;网吧,[],成都市,锦江区,"104.078469,30.653786"
4,"[104.076033, 30.656338]",格兰仕(苏宁易购春熙路店),购物服务;家电电子卖场;家电电子卖场,[],成都市,锦江区,"104.078846,30.653525"
4,"[104.076033, 30.656338]",格力空调（苏宁易购春熙路店）,购物服务;家电电子卖场;家电电子卖场,[],成都市,锦江区,"104.078664,30.653661"
4,"[104.076033, 30.656338]",海信空调(苏宁易购春熙店),购物服务;家电电子卖场;家电电子卖场,[],成都市,锦江区,"104.078659,30.653653"
4,"[104.076033, 30.656338]",Casarte卡萨帝冰箱洗衣机(苏宁易购春熙路店),购物服务;家电电子卖场;家电电子卖场,[],成都市,锦江区,"104.078675,30.653457"
4,"[104.076033, 30.656338]",戴森(春熙苏宁),购物服务;家电电子卖场;家电电子卖场,[],成都市,锦江区,"104.078717,30.653736"
4,"[104.076033, 30.656338]",一加手机（春熙苏宁）,购物服务;家电电子卖场;手机销售,[],成都市,锦江区,"104.078812,30.653594"
4,"[104.076033, 30.656338]",怡口净水,购物服务;家电电子卖场;家电电子卖场,[],成都市,锦江区,"104.078572,30.653580"
4,"[104.076033, 30.656338]",PPTV智能电视,购物服务;家电电子卖场;家电电子卖场,[],成都市,锦江区,"104.078612,30.653559"
4,"[104.076033, 30.656338]",长虹电视（苏宁易购春熙店）,购物服务;家电电子卖场;家电电子卖场,[],成都市,锦江区,"104.078713,30.653668"
4,"[104.076033, 30.656338]",惠而浦空调（苏宁易购春熙店）,购物服务;家电电子卖场;家电电子卖场,[],成都市,锦江区,"104.078675,30.653658"
4,"[104.076033, 30.656338]",奇幻实景密室,体育休闲服务;娱乐场所;娱乐场所,[],成都市,锦江区,"104.078586,30.653612"
4,"[104.076033, 30.656338]",微软体验专区(春熙路店),购物服务;家电电子卖场;数码电子,[],成都市,锦江区,"104.078573,30.653553"
