0,"[104.064128, 30.576344]",成都高新科技孵化园1号楼A座,商务住宅;楼宇;商务写字楼,[],成都市,武侯区,"104.066205,30.574948"
0,"[104.064128, 30.576344]",成都高新孵化园1号楼,商务住宅;产业园区;产业园区,[],成都市,武侯区,"104.065599,30.574849"
0,"[104.064128, 30.576344]",商儒管理公司,公司企业;公司;公司,[],成都市,武侯区,"104.066585,30.575005"
0,"[104.064128, 30.576344]",斯达康通讯有限公司,公司企业;公司;公司,[],成都市,武侯区,"104.066362,30.574978"
0,"[104.064128, 30.576344]",科宏达新材料有限公司,公司企业;公司;公司,[],成都市,武侯区,"104.066362,30.575009"
0,"[104.064128, 30.576344]",三叶草生物制药有限公司,公司企业;公司;公司,[],成都市,武侯区,"104.066585,30.575005"
0,"[104.064128, 30.576344]",成都亿妙生物科技有限公司,公司企业;公司;公司,[],成都市,武侯区,"104.066755,30.574830"
0,"[104.064128, 30.576344]",成都体九生物科技有限公司,公司企业;公司;公司,[],成都市,武侯区,"104.067000,30.574847"
0,"[104.064128, 30.576344]",成都海地云信息技术有限公司,公司企业;公司;公司,[],成都市,武侯区,"104.066075,30.574865"
0,"[104.064128, 30.576344]",成都润泽医药科技开发有限公司,公司企业;公司;公司,[],成都市,武侯区,"104.065809,30.574894"
1,"[104.06867980957, 30.578384399414]",中国五冶集团有限公司,公司企业;公司;公司,[],成都市,武侯区,"104.071277,30.575586"
1,"[104.06867980957, 30.578384399414]",四川省农村信用社联合社(省联社),公司企业;公司;公司,[],成都市,武侯区,"104.072029,30.576112"
2,"[104.067441, 30.585601]",交子公园,风景名胜;公园广场;公园,[],成都市,武侯区,"104.070188,30.582725"
2,"[104.067441, 30.585601]",UME国际影城(成都银泰中心in99),体育休闲服务;影剧院;电影院,[],成都市,武侯区,"104.069670,30.584648"
2,"[104.067441, 30.585601]",成都华悦府(环球中心世纪城五星级民宿),商务住宅;住宅区;住宅小区,[],成都市,武侯区,"104.070181,30.584245"
2,"[104.067441, 30.585601]",小珂丽格医疗美容,医疗保健服务;专科医院;整形美容,[],成都市,武侯区,"104.070510,30.585016"
2,"[104.067441, 30.585601]",马超锐炼篮球学院,科教文化服务;培训机构;培训机构,[],成都市,武侯区,"104.069778,30.584553"
2,"[104.067441, 30.585601]",金手指吉他(成都银泰中心in99),科教文化服务;培训机构;培训机构,[],成都市,武侯区,"104.069556,30.584575"
2,"[104.067441, 30.585601]",Highlights SunYee学习中心,科教文化服务;培训机构;培训机构,[],成都市,武侯区,"104.069930,30.584188"
2,"[104.067441, 30.585601]",成都高新小珂丽格医疗美容诊所,医疗保健服务;专科医院;整形美容,[],成都市,武侯区,"104.070621,30.584909"
2,"[104.067441, 30.585601]",高新区桂溪街道新冠肺炎疫苗临时接种点(交子公园点位),医疗保健服务;疾病预防机构;疾病预防,[],成都市,武侯区,"104.073246,30.583978"
2,"[104.067441, 30.585601]",华明微电科技公司,公司企业;公司;公司,[],成都市,武侯区,"104.070520,30.585024"
2,"[104.067441, 30.585601]",芯若云集团总部,公司企业;公司;公司,[],成都市,武侯区,"104.070623,30.584730"
2,"[104.067441, 30.585601]",毛球科技有限公司,公司企业;公司;公司,[],成都市,武侯区,"104.070544,30.585057"
2,"[104.067441, 30.585601]",SunYee儿童成长中心(银泰in99店),科教文化服务;培训机构;培训机构,[],成都市,武侯区,"104.069931,30.584190"
2,"[104.067441, 30.585601]",梦想加空间(成都银泰中心in99店),公司企业;公司;公司,[],成都市,武侯区,"104.070581,30.585006"
2,"[104.067441, 30.585601]",阿拉丁控股集团成都公司,公司企业;公司企业;公司企业,[],成都市,武侯区,"104.070416,30.584969"
2,"[104.067441, 30.585601]",艺邦精造建筑装饰工程有限公司,公司企业;公司;广告装饰,[],成都市,武侯区,"104.070433,30.584992"
3,"[104.050049, 30.623199]",好莱坞商业广场,购物服务;商场;普通商场,[],成都市,武侯区,"104.053365,30.621203"
3,"[104.050049, 30.623199]",紫荆社区,商务住宅;住宅区;住宅小区,[],成都市,武侯区,"104.051975,30.619827"
3,"[104.050049, 30.623199]",紫荆巷五十六号院,商务住宅;住宅区;住宅小区,[],成都市,武侯区,"104.051961,30.619856"
3,"[104.050049, 30.623199]",陈心旺诊所,医疗保健服务;诊所;诊所,[],成都市,武侯区,"104.052092,30.619530"
3,"[104.050049, 30.623199]",成都高新区芳草街道紫荆巷56号院委会,政府机构及社会团体;政府机关;政府机关相关,[],成都市,武侯区,"104.052315,30.620377"
3,"[104.050049, 30.623199]",成都普天电缆宿舍4幢,商务住宅;住宅区;宿舍,[],成都市,武侯区,"104.051143,30.620162"
3,"[104.050049, 30.623199]",成都电缆厂宿舍9幢,商务住宅;住宅区;宿舍,[],成都市,武侯区,"104.050926,30.620062"
3,"[104.050049, 30.623199]",成都普天电缆宿舍7幢,商务住宅;住宅区;宿舍,[],成都市,武侯区,"104.051881,30.620545"
3,"[104.050049, 30.623199]",邮电部成都电缆厂宿舍24幢,商务住宅;住宅区;宿舍,[],成都市,武侯区,"104.052151,30.621094"
3,"[104.050049, 30.623199]",中共芳草街街道紫荊社区总支部第一支部委员会,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,[],成都市,武侯区,"104.052469,30.620182"
4,"[104.068382, 30.582017]",成都金融广场,风景名胜;公园广场;城市广场|商务住宅;楼宇;商务写字楼,[],成都市,武侯区,"104.069784,30.580194"
4,"[104.068382, 30.582017]",四川省人民医院医疗集团新丽美医疗美容医院,医疗保健服务;专科医院;整形美容,[],成都市,武侯区,"104.071526,30.578608"
4,"[104.068382, 30.582017]",成都华神科技集团股份有限公司,公司企业;公司;医药公司,[],成都市,武侯区,"104.072237,30.578510"
4,"[104.068382, 30.582017]",四川华夏万卷文化传媒股份有限公司,公司企业;公司;公司|科教文化服务;传媒机构;传媒机构,[],成都市,武侯区,"104.072396,30.578557"
4,"[104.068382, 30.582017]",成都中核高通同位素股份有限公司,公司企业;公司;公司,[],成都市,武侯区,"104.072255,30.578517"
5,"[104.061401, 30.619583]",汉密尔顿美容医院,医疗保健服务;专科医院;整形美容,[],成都市,武侯区,"104.063485,30.616279"
5,"[104.061401, 30.619583]",中华园锦苑,商务住宅;住宅区;住宅小区,[],成都市,武侯区,"104.063555,30.617157"
5,"[104.061401, 30.619583]",红旗超市(中华园店),购物服务;超级市场;超市,[],成都市,武侯区,"104.063179,30.616279"
5,"[104.061401, 30.619583]",戴氏留学中心(桐梓林教学点),科教文化服务;培训机构;培训机构|生活服务;生活服务场所;生活服务场所,[],成都市,武侯区,"104.063824,30.616310"
5,"[104.061401, 30.619583]",戴氏留学英语,科教文化服务;培训机构;培训机构|生活服务;生活服务场所;生活服务场所,[],成都市,武侯区,"104.063806,30.616321"
6,"[104.066303, 30.633395]",一环路南二段22号,商务住宅;住宅区;住宅区,[],成都市,武侯区,"104.068939,30.631059"
6,"[104.066303, 30.633395]",飞乐鸟艺术中心,科教文化服务;培训机构;培训机构,[],成都市,武侯区,"104.068053,30.631398"
6,"[104.066303, 30.633395]",英孚教育(来福士),科教文化服务;培训机构;培训机构,[],成都市,武侯区,"104.068520,30.631223"
6,"[104.066303, 30.633395]",拜博口腔(来福士院区),医疗保健服务;专科医院;口腔医院,[],成都市,武侯区,"104.068314,30.631056"
6,"[104.066303, 30.633395]",泰康诊所,医疗保健服务;诊所;诊所,[],成都市,武侯区,"104.068469,30.631295"
6,"[104.066303, 30.633395]",华美悦丽医疗美容,医疗保健服务;专科医院;整形美容,[],成都市,武侯区,"104.068005,30.631303"
6,"[104.066303, 30.633395]",在一里舞蹈工作室,科教文化服务;培训机构;培训机构,[],成都市,武侯区,"104.068481,30.631038"
6,"[104.066303, 30.633395]",IP Station(成都来福士广场店),购物服务;商场;商场,[],成都市,武侯区,"104.068166,30.631308"
6,"[104.066303, 30.633395]",英孚青少儿英语来福士中心,科教文化服务;培训机构;培训机构,[],成都市,武侯区,"104.068415,30.631379"
7,"[104.059685, 30.619583]",中国农业银行(桐梓林支行),金融保险服务;银行;中国农业银行,[],成都市,武侯区,"104.062889,30.616281"
7,"[104.059685, 30.619583]",武海大厦,商务住宅;楼宇;商务写字楼,[],成都市,武侯区,"104.06233,30.616354"
7,"[104.059685, 30.619583]",中国工商银行(桐梓林北街支行),金融保险服务;银行;中国工商银行,[],成都市,武侯区,"104.062454,30.616406"
7,"[104.059685, 30.619583]",蜜和麦(桐梓林店),体育休闲服务;娱乐场所;酒吧,[],成都市,武侯区,"104.062753,30.616868"
7,"[104.059685, 30.619583]",蘭玥舍国风威士忌吧,体育休闲服务;娱乐场所;酒吧,[],成都市,武侯区,"104.062455,30.617575"
7,"[104.059685, 30.619583]",中国民生银行(北路社区支行),金融保险服务;银行;中国民生银行,[],成都市,武侯区,"104.062479,30.616509"
7,"[104.059685, 30.619583]",中华园2期,商务住宅;住宅区;住宅区,[],成都市,武侯区,"104.062303,30.618128"
7,"[104.059685, 30.619583]",泰圣荷3F,购物服务;商场;普通商场,[],成都市,武侯区,"104.062614,30.617900"
7,"[104.059685, 30.619583]",桐梓林北路10号,公司企业;公司;公司,[],成都市,武侯区,"104.062303,30.616088"
7,"[104.059685, 30.619583]",成都桃李成人钢琴培训工作室(桐梓林店),科教文化服务;培训机构;培训机构,[],成都市,武侯区,"104.062410,30.616330"
8,"[104.031583, 30.636089]",蓉城综合楼,商务住宅;楼宇;商住两用楼宇,[],成都市,武侯区,"104.034131,30.633856"
8,"[104.031583, 30.636089]",红牌楼北街14号院,商务住宅;住宅区;住宅小区,[],成都市,武侯区,"104.034046,30.634590"
8,"[104.031583, 30.636089]",民革成都市联谊幼儿园,科教文化服务;学校;幼儿园,[],成都市,武侯区,"104.034370,30.634583"
8,"[104.031583, 30.636089]",红牌楼北街16号院,商务住宅;住宅区;住宅区,[],成都市,武侯区,"104.034657,30.634098"
9,"[104.065933, 30.647642]",诺亚医疗(武侯门诊部),医疗保健服务;诊所;诊所,[],成都市,武侯区,"104.067656,30.645857"
10,"[104.06044, 30.581406]",接特中心,商务住宅;楼宇;商务写字楼,[],成都市,武侯区,"104.062524,30.578381"
10,"[104.06044, 30.581406]",新中泰国际大厦,商务住宅;楼宇;商务写字楼,[],成都市,武侯区,"104.06285,30.578314"
10,"[104.06044, 30.581406]",创新·时代广场,商务住宅;楼宇;商务写字楼,[],成都市,武侯区,"104.061189,30.579554"
10,"[104.06044, 30.581406]",千彩图文广告,公司企业;公司;广告装饰|生活服务;摄影冲印店;摄影冲印,[],成都市,武侯区,"104.060614,30.578444"
10,"[104.06044, 30.581406]",游易电竞馆(奥克斯广场店),体育休闲服务;娱乐场所;网吧,[],成都市,武侯区,"104.062041,30.578437"
10,"[104.06044, 30.581406]",二次元动漫,体育休闲服务;娱乐场所;游戏厅,[],成都市,武侯区,"104.061893,30.579999"
10,"[104.06044, 30.581406]",四方启点科技,购物服务;家电电子卖场;数码电子,[],成都市,武侯区,"104.063544,30.578385"
10,"[104.06044, 30.581406]",海洋世界,体育休闲服务;娱乐场所;娱乐场所,[],成都市,武侯区,"104.060759,30.579129"
10,"[104.06044, 30.581406]",学而思网校,科教文化服务;培训机构;培训机构,[],成都市,武侯区,"104.061531,30.579504"
10,"[104.06044, 30.581406]",四川巴西柔术学院,科教文化服务;培训机构;培训机构,[],成都市,武侯区,"104.061367,30.578440"
10,"[104.06044, 30.581406]",成都妙不可言传媒,公司企业;公司;网络科技,[],成都市,武侯区,"104.063550,30.578475"
10,"[104.06044, 30.581406]",精益优享,公司企业;公司;网络科技,[],成都市,武侯区,"104.063563,30.578512"
10,"[104.06044, 30.581406]",光和青春(高新校区),科教文化服务;培训机构;培训机构,[],成都市,武侯区,"104.063087,30.578775"
10,"[104.06044, 30.581406]",艾弥教育,科教文化服务;培训机构;培训机构,[],成都市,武侯区,"104.063572,30.578372"
10,"[104.06044, 30.581406]",楠町艺术派对(高新店),体育休闲服务;娱乐场所;娱乐场所,[],成都市,武侯区,"104.061404,30.578685"
10,"[104.06044, 30.581406]",乘数科技,购物服务;家电电子卖场;数码电子,[],成都市,武侯区,"104.063568,30.578369"
10,"[104.06044, 30.581406]",津渝汇品茗棋牌,体育休闲服务;娱乐场所;棋牌室,[],成都市,武侯区,"104.062104,30.578161"
10,"[104.06044, 30.581406]",楚峰国际中心-物业中心,公司企业;公司;公司,[],成都市,武侯区,"104.063633,30.578472"
10,"[104.06044, 30.581406]",高盛物业管理中心,公司企业;公司;公司,[],成都市,武侯区,"104.063248,30.578341"
10,"[104.06044, 30.581406]",鼎达教育,科教文化服务;培训机构;培训机构,[],成都市,武侯区,"104.061155,30.578590"
10,"[104.06044, 30.581406]",童年足记儿童之家(中航国际店),科教文化服务;培训机构;培训机构,[],成都市,武侯区,"104.061864,30.578431"
10,"[104.06044, 30.581406]",四川博茗茶产业技能培训中心,科教文化服务;培训机构;培训机构,[],成都市,武侯区,"104.063553,30.578522"
10,"[104.06044, 30.581406]",民建四川省委直属工委第十支部,政府机构及社会团体;政府机关;政府机关相关,[],成都市,武侯区,"104.062080,30.578149"
10,"[104.06044, 30.581406]",成都建工装饰装修有限公司,公司企业;公司;公司,[],成都市,武侯区,"104.061891,30.579871"
10,"[104.06044, 30.581406]",四川奋奋科技有限公司,公司企业;公司;公司,[],成都市,武侯区,"104.063714,30.578356"
