0,"[104.106445, 30.659409]",新华社区(双林北横路),商务住宅;住宅区;住宅小区,[],成都市,成华区,"104.109095,30.657757"
0,"[104.106445, 30.659409]",贝格花园幼稚园,科教文化服务;学校;幼儿园,[],成都市,成华区,"104.10796,30.656894"
0,"[104.106445, 30.659409]",鑫鸿网咖,体育休闲服务;娱乐场所;网吧,[],成都市,成华区,"104.109056,30.658417"
0,"[104.106445, 30.659409]",SUPER电竞英雄(鑫鸿店),体育休闲服务;娱乐场所;网吧,[],成都市,成华区,"104.109091,30.658402"
0,"[104.106445, 30.659409]",小江通讯,购物服务;家电电子卖场;手机销售,[],成都市,成华区,"104.109611,30.657378"
0,"[104.106445, 30.659409]",中久通讯,购物服务;家电电子卖场;手机销售,[],成都市,成华区,"104.110680,30.657555"
0,"[104.106445, 30.659409]",志高口腔,医疗保健服务;专科医院;口腔医院,[],成都市,成华区,"104.109959,30.657087"
0,"[104.106445, 30.659409]",双林北支路诊所,医疗保健服务;诊所;诊所,[],成都市,成华区,"104.109316,30.657395"
0,"[104.106445, 30.659409]",红旗超市(新华社区分场店),购物服务;超级市场;超市,[],成都市,成华区,"104.109105,30.658369"
0,"[104.106445, 30.659409]",饮冰自习室(新华店),科教文化服务;培训机构;培训机构,[],成都市,成华区,"104.108490,30.658644"
0,"[104.106445, 30.659409]",宇浩通讯,购物服务;家电电子卖场;手机销售,[],成都市,成华区,"104.109066,30.657403"
0,"[104.106445, 30.659409]",手机专卖,购物服务;家电电子卖场;手机销售,[],成都市,成华区,"104.108871,30.657389"
0,"[104.106445, 30.659409]",域上生活,购物服务;超级市场;超市,[],成都市,成华区,"104.109973,30.657323"
0,"[104.106445, 30.659409]",新华社区党群服务中心,政府机构及社会团体;政府机关;政府机关相关,[],成都市,成华区,"104.109648,30.656649"
0,"[104.106445, 30.659409]",新华社区网格化工作站点,政府机构及社会团体;政府机关;政府机关相关,[],成都市,成华区,"104.109909,30.656663"
0,"[104.106445, 30.659409]",利安社区电超市(小龙桥A营业厅),购物服务;超级市场;超市,[],成都市,成华区,"104.110664,30.657707"
0,"[104.106445, 30.659409]",四川晋诚意商贸有限公司,公司企业;公司;公司,[],成都市,成华区,"104.108769,30.657860"
0,"[104.106445, 30.659409]",新华社区-矛盾纠纷调解室,政府机构及社会团体;政府机关;政府机关相关,[],成都市,成华区,"104.109909,30.656663"
0,"[104.106445, 30.659409]",双桥子街道社会关爱援助中心,政府机构及社会团体;政府机关;政府机关相关,[],成都市,成华区,"104.109773,30.656454"
0,"[104.106445, 30.659409]",四川蜀径建筑装饰工程有限公司,公司企业;公司;公司,[],成都市,成华区,"104.108949,30.658916"
0,"[104.106445, 30.659409]",新华社区居民议事会,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,[],成都市,成华区,"104.109539,30.656633"
0,"[104.106445, 30.659409]",新华社区居委会(双林北支路),政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,[],成都市,成华区,"104.109539,30.656633"
0,"[104.106445, 30.659409]",双桥子街道新华社区就业和社会保障服务站,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,[],成都市,成华区,"104.109628,30.656576"
1,"[104.13185119629, 30.678634643555]",罗兰小镇,商务住宅;住宅区;住宅小区,[],成都市,成华区,"104.135267,30.675891"
1,"[104.13185119629, 30.678634643555]",霆彪中环广场,购物服务;商场;普通商场|商务住宅;楼宇;商务写字楼,[],成都市,成华区,"104.134602,30.674085"
1,"[104.13185119629, 30.678634643555]",煤成库生活区,商务住宅;住宅区;住宅小区,[],成都市,成华区,"104.133273,30.676186"
1,"[104.13185119629, 30.678634643555]",罗兰·生活广场,购物服务;商场;普通商场,[],成都市,成华区,"104.134696,30.674998"
1,"[104.13185119629, 30.678634643555]",鼎城上都,商务住宅;住宅区;住宅小区,[],成都市,成华区,"104.132333,30.674986"
1,"[104.13185119629, 30.678634643555]",二仙桥东路11号院,商务住宅;住宅区;住宅小区,[],成都市,成华区,"104.131217,30.677668"
1,"[104.13185119629, 30.678634643555]",和泓·东28,商务住宅;住宅区;住宅小区,[],成都市,成华区,"104.130739,30.67615"
1,"[104.13185119629, 30.678634643555]",锦尚KTV,体育休闲服务;娱乐场所;KTV,[],成都市,成华区,"104.134519,30.675027"
1,"[104.13185119629, 30.678634643555]",云之界高空花园茶府,公司企业;公司;公司,[],成都市,成华区,"104.130925,30.676875"
1,"[104.13185119629, 30.678634643555]",二仙桥派出所西北路社区警务室,政府机构及社会团体;公检法机构;公安警察,[],成都市,成华区,"104.134984,30.675238"
1,"[104.13185119629, 30.678634643555]",保利中环广场,商务住宅;住宅区;住宅区,[],成都市,成华区,"104.131532,30.677346"
1,"[104.13185119629, 30.678634643555]",欢乐季动漫,体育休闲服务;娱乐场所;游戏厅,[],成都市,成华区,"104.134672,30.675834"
1,"[104.13185119629, 30.678634643555]",成都银行(二仙桥东路支行),金融保险服务;银行;银行,[],成都市,成华区,"104.131671,30.674735"
1,"[104.13185119629, 30.678634643555]",金苗幼儿园,科教文化服务;学校;幼儿园,[],成都市,成华区,"104.134552,30.677142"
1,"[104.13185119629, 30.678634643555]",阿超酒馆,体育休闲服务;娱乐场所;酒吧,[],成都市,成华区,"104.134763,30.674938"
1,"[104.13185119629, 30.678634643555]",青崖上·沉浸游戏中心,体育休闲服务;娱乐场所;游戏厅,[],成都市,成华区,"104.131893,30.675653"
1,"[104.13185119629, 30.678634643555]",成华赵氏中医诊所,医疗保健服务;诊所;诊所,[],成都市,成华区,"104.134612,30.676542"
1,"[104.13185119629, 30.678634643555]",四弦解语民乐工作室,体育休闲服务;娱乐场所;娱乐场所,[],成都市,成华区,"104.131310,30.675156"
